Rank,Coin Name,Symbol,Price,1h,24h,7d,30d,24h Volume,Circulating Supply,Total Supply,Market Cap,Sector
746,Stratos,STOS,0.74,0.7,-5.1,19.9,52.5,471327.0,27012647.0,100000000.0,19917594.0,Altcoin
747,Zignaly,ZIG,0.03,0.2,8.5,14.6,212.6,11153959.0,631365644.0,2000000000.0,19895129.0,Altcoin
748,Castello Coin,CAST,0.1,0.6,-1.0,-4.4,0.3,101698.0,196245174.0,440000000.0,19818338.0,Altcoin
749,Streamr,DATA,0.03,0.7,-6.3,-9.6,4.7,1822693.0,767121867.0,1000000000.0,19802960.0,Altcoin
750,Vectorspace AI,VXV,0.53,1.9,1.0,18.4,130.7,181272.0,37971940.0,50000000.0,19785305.0,Altcoin
751,Dust Protocol,DUST,0.59,1.9,-9.1,2.0,8.4,167735.0,33297819.0,33299999.999999996,19667563.0,Infrastructure/L1/L2
752,OG Fan Token,OG,4.39,0.3,-5.6,-4.2,5.9,8392044.0,4455720.0,5000000.0,19600899.0,Altcoin
753,Manifold Finance,FOLD,11.42,1.0,1.6,-13.3,-2.7,51208.0,1695554.0,2000000.0,19346667.0,DeFi
754,Nest Protocol,NEST,0.0,4.8,-4.3,-15.1,-20.0,293493.0,5929658303.0,10000000000.0,19306212.0,Infrastructure/L1/L2
755,DeFi Pulse Index,DPI,88.19,0.3,7.0,3.2,27.3,141525.0,217742.0,218000.0,19189807.0,DeFi
756,chrono.tech,TIME,26.78,4.2,-2.0,50.4,87.5,3886358.0,710113.0,710000.0,19082021.0,Altcoin
757,SnailBrook,SNAIL,0.0,-0.6,3.8,-8.9,115.9,26753.0,80373015782.0,100000000000.0,19066678.0,Altcoin
758,Voxies,VOXEL,0.16,0.3,-6.3,-12.8,11.3,7703143.0,120057907.0,300000000.0,19056390.0,Altcoin
759,Lingose,LING,0.0,0.3,-1.7,1.0,34.7,311060.0,4341666667.0,10000000000.0,19053200.0,Altcoin
760,district0x,DNT,0.03,0.0,-1.6,1.5,12.2,231037.0,751221716.0,1000000000.0,19036137.0,Altcoin
761,Alpine F1 Team Fan Token,ALPINE,1.67,-0.5,-6.9,-7.2,4.7,2324966.0,11360000.0,40000000.0,19019088.0,Altcoin
762,Kava Lend,HARD,0.14,0.4,-5.8,-4.2,26.1,1611957.0,134791668.0,200000000.0,18990334.0,Altcoin
763,OctaSpace,OCTA,0.78,-1.9,13.7,57.0,50.2,715931.0,24323349.0,24300000.0,18863235.0,Altcoin
764,EverGrow Coin,EGC,0.0,-0.9,-12.0,-12.5,-4.2,42334.0,464846384206124.0,465000000000000.0,18861548.0,Altcoin
765,Streamr XDATA,XDATA,0.03,3.2,-2.2,-1.5,8.4,3871.0,697152733.0,987000000.0,18857507.0,Altcoin
766,HydraDX,HDX,0.01,1.8,2.1,5.2,67.1,24090.0,2561833254.0,4400000000.0,18845133.0,Altcoin
767,Poolz Finance,POOLX,3.96,1.1,-1.2,-3.8,78.1,1112252.0,4753607.0,5500000.0,18793919.0,DeFi
768,ONBUFF,ONIT,0.02,-0.9,-2.0,-3.3,-3.3,581870.0,770075466.0,770000000.0,18786435.0,Altcoin
769,ZUSD,ZUSD,0.98,0.0,0.0,0.0,0.0,0.0,18772373.0,18800000.0,18322475.0,Stablecoin
770,Media Licensing Token,MLT,0.13,0.2,0.2,-1.2,47.9,942611.0,146401461.0,200000000.0,18702597.0,Altcoin
771,VeraOne,VRO,64.72,0.7,2.1,1.4,1.3,23384.0,289445.0,289000.0,18684374.0,Altcoin
772,Yield App,YLD,0.07,0.1,2.1,-0.2,8.7,219241.0,256945231.0,300000000.0,18627938.0,Altcoin
773,Velodrome Finance,VELO,0.05,0.7,0.4,-10.7,31.3,1726210.0,392411927.0,1320000000.0,18588061.0,DeFi
774,IX Swap,IXS,0.12,-0.6,31.1,138.3,915.8,523695.0,148778152.0,180000000.0,18455715.0,DeFi
775,DXdao,DXD,787.28,0.5,1.4,0.6,17.8,12531.0,23470.0,149000.0,18452146.0,Altcoin
776,Electronic USD,EUSD,1.0,0.0,0.0,0.0,-0.3,62995.0,18378167.0,18400000.0,18333106.0,Stablecoin
777,Findora,FRA,0.0,-0.4,1.4,6.6,7.1,485647.0,10071077426.0,21000000000.0,18329168.0,Altcoin
778,Botto,BOTTO,0.42,0.5,5.1,22.8,204.4,258009.0,43028240.0,97600000.0,18250625.0,Altcoin
779,Indigo Protocol,INDY,2.16,-0.4,0.1,1.1,19.1,134179.0,8408239.0,35000000.0,18208332.0,Infrastructure/L1/L2
780,Orbcity,ORB,0.1,-2.5,-8.4,-9.2,119.7,142858.0,189550912.0,1000000000.0,18191044.0,Altcoin
781,GooseFX,GOFX,0.07,8.2,50.0,111.8,3364.3,125384.0,279708787.0,699000000.0,18129101.0,Altcoin
782,XEN Crypto,XEN,0.0,0.5,-1.7,-17.0,-24.6,3100240.0,34958972534320.0,35000000000000.0,18112372.0,Altcoin
783,RAMP [OLD],RAMP,0.05,7.2,0.7,3.4,-19.4,542.0,410961782.0,1000000000.0,18060443.0,Altcoin
784,Propy,PRO,0.31,-0.5,-4.6,3.2,26.2,558606.0,57896591.0,100000000.0,18042617.0,Altcoin
785,Crust Network,CRU,0.63,-0.5,-0.1,-12.6,23.6,727637.0,28870890.0,30100000.0,18042670.0,Infrastructure/L1/L2
786,Serum,SRM,0.05,0.3,10.4,-21.4,44.4,2206070.0,372782297.0,1090000000.0,17811797.0,Altcoin
787,RMRK,RMRK,1.88,0.5,1.1,-8.2,17.6,244960.0,9500000.0,10000000.0,17755494.0,Altcoin
788,Premia,PREMIA,0.51,0.7,12.6,13.0,11.3,98526.0,34477241.0,100000000.0,17672070.0,Altcoin
789,Tokocrypto,TKO,0.24,-0.5,-7.4,-12.0,11.4,4152328.0,75000000.0,500000000.0,17633635.0,Altcoin
790,Volt Inu,VOLT,0.0,-0.4,-1.8,-11.6,15.3,533341.0,62263131613878.0,69000000000000.0,17610651.0,Altcoin
791,FUSION,FSN,0.23,-0.1,-3.7,5.3,23.7,196641.0,75722763.0,76300000.0,17579928.0,Altcoin
792,Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,13.35,-0.1,3.8,1.0,40.7,119092.0,1315242.0,1320000.0,17550131.0,DeFi
793,Aladdin DAO,ALD,0.12,-0.3,-5.9,18.6,228.0,125026.0,145949760.0,146000000.0,17443112.0,Altcoin
794,MELD [OLD],MELD,0.01,-0.3,2.0,4.2,14.0,8054.0,1481934719.0,4000000000.0,17428685.0,Altcoin
795,Railgun,RAIL,0.3,-0.1,-6.8,-8.9,16.3,469695.0,57500000.0,57500000.0,17285033.0,Altcoin
796,Itheum,ITHEUM,0.02,-0.2,-1.4,-10.6,33.9,83717.0,736250000.0,1000000000.0,17224311.0,Altcoin
797,Hacken,HAI,0.03,0.5,0.7,-3.8,29.9,625279.0,645974359.0,1000000000.0,17222063.0,Altcoin
798,SpaceN,SN,0.43,-0.6,2.2,11.7,7.2,25635.0,40010000.0,1000000000.0,17202445.0,Altcoin
799,dForce,DF,0.03,0.7,-2.7,-7.9,4.8,813288.0,490560320.0,1000000000.0,17145459.0,Altcoin
800,KOMPETE,KOMPETE,0.03,0.5,-1.5,9.7,39.0,66277.0,676137487.0,851000000.0,17113575.0,Altcoin
801,Stafi,FIS,0.3,0.2,-5.2,-13.2,14.4,2112315.0,56340000.0,114000000.0,17057927.0,Altcoin
802,Dora Factory,DORA,0.03,-0.2,5.3,10.8,74.8,880783.0,537277116.0,1000000000.0,17016889.0,Altcoin
803,Crypto Gladiator League,CGL,0.01,0.3,3.1,-12.4,45.4,828410.0,2108193785.0,3100000000.0,17012587.0,Altcoin
804,MATH,MATH,0.1,7.7,-13.8,9.6,46.2,1474295.0,171869862.0,200000000.0,16998915.0,Altcoin
805,Bad Idea AI,BAD,0.0,1.7,-1.4,-18.8,-30.7,1117178.0,530443243120826.0,831000000000000.0,16992634.0,Altcoin
806,XANA,XETA,0.01,-0.3,-3.1,12.0,54.1,854371.0,1660166667.0,4930000000.0,16960565.0,Altcoin
807,Coinmetro,XCM,0.06,0.0,6.2,19.0,6.0,1749.0,302267836.0,329000000.0,16946628.0,Altcoin
808,MAP Protocol,MAP,0.01,-0.1,-0.6,-5.3,2.4,585779.0,2228621190.0,10000000000.0,16921090.0,Infrastructure/L1/L2
809,Manchester City Fan Token,CITY,2.79,0.0,-4.1,-4.9,2.9,1110236.0,6025421.0,20000000.0,16800302.0,Altcoin
810,Netvrk,NTVRK,0.27,2.3,1.9,-3.9,290.7,202666.0,62781144.0,100000000.0,16765492.0,Altcoin
811,AirSwap,AST,0.09,-0.3,-4.2,-9.3,10.9,831422.0,180102121.0,500000000.0,16763791.0,DeFi
812,UniLend Finance,UFT,0.27,0.0,-4.1,-10.5,10.5,2299122.0,62330000.0,100000000.0,16717569.0,DeFi
813,NvirWorld,NVIR,0.01,-0.9,-1.5,4.0,-27.4,1897505.0,1121804492.0,10700000000.0,16692490.0,Altcoin
814,00 Token,0,0.07,0.2,-1.5,-2.2,8.5,38545.0,232688485.0,1000000000.0,16643977.0,Altcoin
815,Yuan Chain Coin,YCC,0.0,0.3,7.5,3.0,30.0,443.0,4961514173.0,10000000000.0,16641111.0,Infrastructure/L1/L2
816,Iron Bank EUR,IBEUR,1.07,-0.2,-0.8,-1.0,2.0,287804.0,15500000.0,15500000.0,16609722.0,Altcoin
817,StrikeX,STRX,0.02,-0.3,-4.1,-13.6,-10.5,13733.0,802768054.0,887000000.0,16525325.0,Altcoin
818,Stargaze,STARS,0.01,-4.4,-9.0,-16.8,82.8,103760.0,1436147925.0,2430000000.0,16520325.0,Altcoin
819,Bitcicoin,BITCI,0.0,0.1,0.6,1.2,-17.7,781631.0,7654450322.0,20800000000.0,16501949.0,Altcoin
820,Veloce,VEXT,0.41,0.7,4.0,13.4,-15.4,3421842.0,40564794.0,46200000.0,16484451.0,Altcoin
821,Pangolin,PNG,0.08,-1.2,-0.8,-19.4,320.9,714372.0,194195778.0,538000000.0,16478777.0,Altcoin
822,Numbers Protocol,NUM,0.03,-1.2,6.9,45.3,71.3,884724.0,489923767.0,513000000.0,16439397.0,Infrastructure/L1/L2
823,Hera Finance,HERA,4.36,-1.0,-0.6,-17.4,-15.0,55909.0,3766000.0,10000000.0,16400420.0,DeFi
824,bZx Protocol,BZRX,0.02,0.0,0.0,0.0,0.0,0.0,807165982.0,1030000000.0,16411499.0,Infrastructure/L1/L2
825,VIDT DAO,VIDT,0.02,0.0,-5.0,-12.1,16.2,1455213.0,770011370.0,1000000000.0,16316720.0,Altcoin
826,VEED,VEED,0.0,0.6,-12.7,-4.7,25.6,7187.0,5566374466.0,100000000000.0,16291679.0,Altcoin
827,Overnight.fi USD+,USD+,1.0,-0.1,0.3,0.3,0.3,1886833.0,16108258.0,16100000.000000002,16119483.0,Stablecoin
828,Efinity,EFI,0.07,0.0,-1.5,-4.1,40.1,16067.0,243241777.0,2000000000.0,16089796.0,Altcoin
829,Thales,THALES,0.32,0.1,-0.2,1.1,0.8,138281.0,49715692.0,97800000.0,16029215.0,Altcoin
830,GAMEE,GMEE,0.02,0.0,-2.0,-1.2,584.0,1209096.0,651675033.0,3180000000.0,15920647.0,Altcoin
831,Gifto,GFT,0.02,0.4,-3.4,-21.9,-3.4,4293505.0,1000000000.0,1000000000.0,15903913.0,Altcoin
832,rETH2,RETH2,2007.41,0.6,1.7,0.8,20.6,994.0,7908.0,7920.0,15875155.0,Altcoin
833,Circuits of Value,COVAL,0.01,-0.6,-0.6,10.4,30.2,517237.0,1784838484.0,1780000000.0,15861804.0,Altcoin
834,Kyber Network Crystal Legacy,KNCL,0.73,-1.9,-4.6,-11.6,24.4,262910.0,21485273.0,23400000.0,15845420.0,Infrastructure/L1/L2
835,ShapeShift FOX,FOX,0.03,0.3,1.7,-2.6,24.2,259848.0,607887499.0,1000000000.0,15740861.0,Altcoin
836,Hourglass,WAIT,0.16,-0.9,15.3,-3.6,84.6,211073.0,97959725.0,98000000.0,15741662.0,Altcoin
837,Stake DAO,SDT,0.29,-0.1,3.0,5.3,2.7,33512.0,53365965.0,63000000.0,15661527.0,Altcoin
838,Unibright,UBT,0.1,0.1,-1.7,-20.8,73.7,82633.0,150000000.0,150000000.0,15579492.0,Altcoin
839,pNetwork,PNT,0.2,-2.5,4.6,30.5,61.2,36027540.0,74408229.0,88000000.0,15518990.0,Infrastructure/L1/L2
840,Saito,SAITO,0.01,-0.1,1.8,-9.1,8.8,71210.0,2132604084.0,3000000000.0,15483663.0,Altcoin
841,TENET,TENET,0.08,-0.6,1.1,-12.2,29.8,1653139.0,184448451.0,1200000000.0,15372049.0,Altcoin
842,Hydra,HYDRA,0.72,-0.1,-1.5,-13.4,43.2,100606.0,21220305.0,0.0,15367838.0,Altcoin
843,Katana Inu,KATA,0.0,2.2,-4.4,-13.1,54.9,1504054.0,25527960312.0,50000000000.0,15337500.0,Altcoin
844,Xpense,XPE,0.73,1.6,32.5,506.0,1961.0,1380863.0,21075828.0,21100000.0,15322846.0,Altcoin
845,Decimated,DIO,0.04,1.2,18.0,68.5,421.2,214213.0,404783310.0,1000000000.0,15308654.0,Altcoin
846,Colony,CLY,0.16,0.8,-2.0,76.6,243.5,353229.0,96153217.0,150000000.0,15256414.0,Altcoin
847,Crypto Carbon Energy,CYCE,0.75,-0.1,0.1,0.9,3.9,1346959.0,20276652.0,42000000.0,15220778.0,Altcoin
848,Shiden Network,SDN,0.24,-0.4,0.3,-9.6,37.1,388461.0,64192876.0,83400000.0,15165158.0,Infrastructure/L1/L2
849,MANTRA,OM,0.02,0.4,-4.2,-10.3,10.3,2158852.0,699557405.0,889000000.0,15130718.0,Altcoin
850,Interest Compounding ETH Index,ICETH,2180.63,0.4,1.3,1.0,21.0,17021.0,6931.0,6930.0,15113364.0,DeFi
851,Battle World,BWO,0.03,-1.5,-8.4,-6.9,5.6,175334.0,436093163.0,1000000000.0,15112759.0,Altcoin
852,PlayZap,PZP,0.45,2.8,22.5,-6.4,123.0,660685.0,33357660.0,150000000.0,15106822.0,Altcoin
853,Strips Finance,STRP,0.5,-1.1,-11.2,-12.5,63.3,38646.0,30282607.0,100000000.0,15103492.0,DeFi
854,Aleph.im,ALEPH,0.08,0.0,-3.6,13.2,28.1,161181.0,186431941.0,500000000.0,15090508.0,Altcoin
855,Origin Dollar,OUSD,1.0,-0.1,-0.2,0.1,-0.1,1351326.0,15117031.0,15100000.0,15086189.0,Stablecoin
856,FIO Protocol,FIO,0.02,0.2,-4.2,-9.3,8.3,982055.0,723791561.0,1000000000.0,15083477.0,Infrastructure/L1/L2
857,Shido,SHIDO,0.0,12.4,5.1,-19.9,82.0,1240726.0,9884378866.0,13000000000.0,15065477.0,Altcoin
858,RabbitX,RBX,0.06,-0.6,-0.4,-22.7,111.7,301016.0,253727797.0,1000000000.0,15046723.0,Altcoin
859,Unidef,U,0.0,-0.1,-8.6,-11.4,-8.2,1986.0,172259933000.0,792000000000.0,14918392.0,Altcoin
860,Dogechain,DC,0.0,0.6,-6.7,-13.7,13.9,12892764.0,23772652780.0,170000000000.0,14897797.0,Infrastructure/L1/L2
861,Celo Euro,CEUR,1.08,0.2,-4.2,-1.5,1.0,105308.0,13691888.0,11000000.0,14863947.0,Stablecoin
862,SOLVE,SOLVE,0.02,1.7,0.0,-0.9,1.4,1041985.0,670000000.0,1000000000.0,14852098.0,Altcoin
863,Ovr,OVR,0.29,0.1,-6.4,15.2,37.1,840513.0,51265344.0,87800000.0,14798567.0,Altcoin
864,Avalaunch,XAVA,0.43,-0.4,-3.0,-0.9,142.7,443926.0,34383322.0,100000000.0,14770090.0,Altcoin
865,Dagger,XDAG,0.01,3.8,-2.6,17.5,133.1,40913.0,1227401792.0,1450000000.0,14735908.0,Altcoin
866,UX Chain,UX,0.0,0.2,-7.6,1.4,79.7,234081.0,4432500000.0,12000000000.0,14729098.0,Infrastructure/L1/L2
867,Santos FC Fan Token,SANTOS,2.86,0.4,-7.4,-5.4,8.3,4833980.0,5146061.0,30000000.0,14708628.0,Altcoin
868,Cere Network,CERE,0.0,0.2,-3.7,2.1,5.4,435285.0,4479500531.0,10000000000.0,14648083.0,Infrastructure/L1/L2
869,Step App,FITFI,0.01,1.3,-8.8,33.4,46.6,23198765.0,2261772429.0,4600000000.0,14645095.0,Altcoin
870,BSCPAD,BSCPAD,0.18,-0.6,-3.0,-6.8,85.6,407640.0,79211621.0,176000000.0,14646322.0,Altcoin
871,Verified USD,USDV,1.0,0.0,0.1,-0.2,0.0,2508246.0,14631468.0,14600000.0,14603260.0,Stablecoin
872,Ethix,ETHIX,0.21,1.1,-0.1,-1.0,-3.4,985.0,70480465.0,100000000.0,14581555.0,Altcoin
873,Dimitra,DMTR,0.04,0.3,5.0,-19.5,92.5,458288.0,402375593.0,471000000.0,14550274.0,Altcoin
874,Bitrue Coin,BTR,0.05,-1.1,0.0,-12.5,59.8,8328068.0,275953625.0,801000000.0,14547386.0,Altcoin
875,Inverse Finance,INV,33.95,0.6,3.1,11.9,5.2,226849.0,423218.0,480000.0,14348633.0,DeFi
876,Jesus Coin,JESUS,0.0,0.1,4.3,-1.1,83.7,364455.0,156533918921921.0,778000000000000.0,14344357.0,Altcoin
877,Magpie,MGP,0.05,0.0,-4.3,2.6,140.5,107147.0,288871254.0,1000000000.0,14339790.0,Altcoin
878,Buying.com,BUY,0.02,-1.3,1.5,14.1,14.7,361960.0,614994216.0,987000000.0,14336069.0,Altcoin
879,Phantasma,SOUL,0.12,0.7,-2.4,-12.2,78.6,178738.0,122261300.0,122000000.0,14277864.0,Altcoin
880,StorX,SRX,0.04,0.2,-0.2,-6.5,-13.1,325424.0,385111549.0,583000000.0,14255773.0,Altcoin
881,Juventus Fan Token,JUV,2.38,-0.1,-6.3,-2.1,22.9,3730822.0,5979107.0,20000000.0,14249505.0,Altcoin
882,blockbank,BBANK,0.04,-0.3,2.8,-20.7,94.6,493169.0,384399734.0,400000000.0,14240953.0,Altcoin
883,Rarible,RARI,1.24,-0.6,-0.9,-8.5,45.9,520639.0,11578870.0,25000000.0,14221365.0,Altcoin
884,Lazio Fan Token,LAZIO,1.75,0.5,-7.6,-7.7,4.2,2776542.0,8062919.0,40000000.0,14111999.0,Altcoin
885,ThetaDrop,TDROP,0.0,-0.1,-4.1,-8.4,7.7,45439.0,11050797860.0,11100000000.0,14109571.0,Altcoin
886,Propchain,PROPC,1.95,1.8,-0.4,7.4,28.4,496031.0,7217320.0,90000000.0,14071514.0,Infrastructure/L1/L2
887,MXC,MXC,0.01,-1.0,-4.8,-7.2,-3.4,1393989.0,2437203515.0,2660000000.0,14042911.0,Altcoin
888,Shina Inu,SHI,0.0,-0.8,-1.5,23.6,32.1,181942.0,14034511227460.0,14500000000000.0,14032833.0,Altcoin
889,AVINOC,AVINOC,0.08,-0.2,-0.1,-11.3,-22.3,70770.0,167018564.0,1000000000.0,14035236.0,Altcoin
890,Mute,MUTE,0.35,1.0,-9.4,-1.9,21.5,309288.0,40000000.0,40000000.0,14014555.0,Altcoin
891,XDEFI,XDEFI,0.14,0.5,2.1,-14.8,283.8,215577.0,100616471.0,240000000.0,13909601.0,Altcoin
892,Stader BNBx,BNBX,248.33,-0.4,-9.5,-8.0,5.9,1224640.0,55927.0,0.0,13888660.0,Altcoin
893,Decentral Games,DG,0.02,0.2,-4.5,-22.6,29.7,188273.0,745493906.0,745000000.0,13857452.0,Altcoin
894,Spool,SPOOL,0.35,0.3,1.4,-2.3,35.7,99505.0,39673676.0,140000000.0,13807566.0,Altcoin
895,GYEN,GYEN,0.01,0.1,-0.9,0.8,-0.6,56322.0,2054883680.0,2049999999.9999998,13782482.0,Altcoin
896,Revolution Populi,RVP,0.01,1.0,-2.4,39.1,44.2,23575.0,1200000000.0,2000000000.0,13771666.0,Altcoin
897,Syntropy,NOIA,0.03,0.2,-4.3,-10.7,41.6,584670.0,479487714.0,1000000000.0,13742442.0,Altcoin
898,Socean Staked Sol,SCNSOL,63.06,0.7,-2.5,-9.8,85.8,38591.0,218184.0,668000.0,13737442.0,Altcoin
899,HOPR,HOPR,0.03,0.2,-0.2,-5.5,-7.7,331869.0,402270721.0,424000000.0,13710569.0,Altcoin
900,Everdome,DOME,0.0,0.5,-3.3,-5.2,8.4,576760.0,25175541480.0,100000000000.0,13695444.0,Altcoin
901,Tap,XTP,0.0,-3.3,9.0,-19.9,-40.5,328048.0,3777481820.0,10000000000.0,13691290.0,Altcoin
902,ResearchCoin,RSC,0.16,3.1,14.8,179.8,1028.2,924106.0,83447738.0,1000000000.0,13677725.0,Altcoin
903,PinkSale,PINKSALE,136.46,-0.5,-2.2,-8.3,7.6,20.34,100000.0,100000.0,13646093.0,Altcoin
904,Divi,DIVI,0.0,0.1,-6.7,-9.8,107.6,163093.0,3656357891.0,0.0,13605526.0,Altcoin
905,Solanium,SLIM,0.14,0.1,1.7,-21.8,238.0,1072176.0,97500000.0,100000000.0,13519618.0,Altcoin
906,Shiba Predator,QOM,0.0,-0.1,-0.4,4.3,-11.6,32957.0,599999999999999.0,600000000000000.0,13518323.0,Memecoin
907,Vite,VITE,0.01,0.7,-5.9,-11.6,5.1,802472.0,1035494586.0,1080000000.0,13511571.0,Altcoin
908,DIMO,DIMO,0.09,-0.5,3.4,-4.2,5.6,65878.0,148342459.0,1000000000.0,13507437.0,Altcoin
909,GPEX,GPX,0.23,4.6,0.3,-13.1,-21.1,1075.0,64007952.0,1000000000.0,13498332.0,Altcoin
910,NFT Worlds,WRLD,0.02,0.2,-2.1,-3.1,-29.8,38867.0,548933562.0,5000000000.0,13448443.0,Altcoin
911,Cream,CREAM,17.48,0.3,-5.4,-19.6,10.9,2123148.0,766535.0,9000000.0,13400202.0,Altcoin
912,Seedify NFT Space,SNFTS,0.0,-1.0,7.0,3.1,134.7,34526.0,4524999996.0,20000000000.0,13392269.0,Altcoin
913,PolySwarm,NCT,0.01,-1.4,-3.5,0.0,-1.0,372684.0,1726500781.0,1890000000.0,13385816.0,Altcoin
914,Tornado Cash,TORN,3.53,-1.4,-3.7,-3.3,17.7,1460169.0,3784814.0,10000000.0,13374427.0,Altcoin
915,Somnium Space CUBEs,CUBE,0.9,-0.3,0.2,-1.9,26.4,21820.0,14842905.0,40100000.0,13360948.0,Altcoin
916,sBTC,SBTC,36504.84,0.6,-0.4,-1.2,18.5,1103130.0,363.0,0.0,13242091.0,Altcoin
917,Tokemak,TOKE,0.62,-0.7,19.9,43.7,69.3,716893.0,21368286.0,100000000.0,13239446.0,Altcoin
918,Ellipsis [OLD],EPS,0.02,-0.5,-8.3,-8.2,1.5,4100.0,698445817.0,724000000.0,13233978.0,Altcoin
919,Red Kite,PKF,0.09,0.2,-0.7,-0.5,45.2,406889.0,142412138.0,200000000.0,13228574.0,Altcoin
920,Gamma Strategies,GAMMA,0.21,0.1,-0.5,36.4,107.0,198997.0,62166673.0,100000000.0,13209720.0,Altcoin
921,Alkimi,$ADS,0.1,-0.1,6.8,13.7,48.9,564271.0,135848407.0,250000000.0,12985580.0,Altcoin
922,Push Protocol,PUSH,0.22,0.0,-1.4,-1.7,27.1,304714.0,58601647.0,100000000.0,12961402.0,Infrastructure/L1/L2
923,Datamall Coin,DMC,0.03,-0.1,-4.9,-6.0,19.4,181200.0,382957904.0,497000000.0,12908891.0,Altcoin
924,r/CryptoCurrency Moons,MOON,0.16,2.9,-1.2,-42.9,358.2,432072.0,81235285.0,81200000.0,12885878.0,Altcoin
925,LimeWire,LMWR,0.27,-10.2,8.2,45.8,226.3,2559442.0,48654993.0,911000000.0,12882633.0,Altcoin
926,Dogami,DOGA,0.04,-10.9,76.3,90.9,392.9,1489104.0,362743680.0,1000000000.0,12831728.0,Altcoin
927,Empyreal,EMP,42.77,-0.7,-2.1,-7.1,41.0,333182.0,300000.0,300000.0,12809191.0,Altcoin
928,SaucerSwap,SAUCE,0.02,-0.1,-3.5,4.9,29.3,466340.0,551169619.0,1000000000.0,12808795.0,DeFi
929,MASQ,MASQ,0.37,0.3,8.9,1.9,63.6,244262.0,34379475.0,37500000.0,12764968.0,Altcoin
930,Spheroid Universe,SPH,0.01,0.0,-2.0,9.7,4.0,89264.0,2166097109.0,2170000000.0,12728515.0,Altcoin
931,QASH,QASH,0.02,-0.4,-9.1,-9.6,20.7,28324.0,813106196.0,1000000000.0,12720407.0,Altcoin
932,WINR Protocol,WINR,0.06,4.5,4.3,-28.5,35.9,840378.0,201838618.0,229000000.0,12687780.0,Infrastructure/L1/L2
933,Drep,DREP,0.26,0.1,-3.0,-8.4,2.1,1243588.0,48737500.0,100000000.0,12685833.0,Altcoin
934,BurgerCities,BURGER,0.38,0.5,-5.5,-7.6,12.5,2717025.0,33259000.0,46700000.0,12543796.0,Altcoin
935,GameZone,GZONE,0.03,0.7,-10.8,-9.7,67.7,55393.0,419898874.0,420000000.0,12494734.0,Altcoin
936,Yoshi.exchange,YOSHI,0.04,-0.3,2.1,-2.7,15.4,61872.0,275435849.0,153000000.0,12491793.0,Altcoin
937,PIP,PIP,0.09,-0.5,2.6,38.5,72.9,753626.0,134120150.0,1000000000.0,12490880.0,Altcoin
938,Wise,WISE,0.14,0.6,1.2,3.6,21.6,25265.0,87794417.0,543000000.0,12460711.0,Altcoin
939,Arsenal Fan Token,AFC,1.28,0.0,-1.6,-3.2,6.4,337906.0,9736421.0,40000000.0,12421800.0,Altcoin
940,Bitrock,BROCK,0.12,0.3,-6.7,-32.8,67.9,515074.0,100000000.0,100000000.0,12412552.0,Altcoin
941,Viberate,VIB,0.07,-0.1,-5.2,-8.7,14.6,4960138.0,182563874.0,200000000.0,12381400.0,Altcoin
942,YUSD Stablecoin,YUSD,1.0,0.1,0.0,-0.1,-0.1,9249.0,12376105.0,12400000.0,12358239.0,Stablecoin
943,Galactic Quadrant,GQ,0.0,0.1,-7.4,-11.0,49.5,1982694.0,5650156050.0,5960000000.0,12301685.0,Altcoin
944,LitLab Games,LITT,0.03,-2.3,3.3,191.5,797.9,1322582.0,403842306.0,3000000000.0,12224613.0,Altcoin
945,AS Roma Fan Token,ASR,2.27,0.7,-5.3,-5.1,4.4,1118161.0,5374420.0,10000000.0,12181011.0,Altcoin
946,Hathor,HTR,0.05,0.0,-0.8,-12.9,24.3,356735.0,248739376.0,869000000.0,12177151.0,Altcoin
947,Galatasaray Fan Token,GAL,1.74,0.2,-1.7,-1.9,-6.8,507412.0,6993329.0,9980000.0,12157679.0,Altcoin
948,eUSD (OLD),EUSD,1.04,0.0,0.0,-1.5,-1.7,167.0,11659603.0,11700000.0,12106606.0,Stablecoin
949,Kleros,PNK,0.02,0.6,1.5,9.1,18.4,147999.0,724189581.0,765000000.0,12050643.0,Altcoin
950,Witnet,WIT,0.01,-0.1,15.8,23.6,88.2,280710.0,1278774207.0,2500000000.0,12036161.0,Altcoin
951,Handshake,HNS,0.02,0.8,2.9,3.8,31.0,72648.0,617190168.0,2040000000.0,12025982.0,Altcoin
952,Fei USD,FEI,0.96,0.3,-5.0,-3.3,-4.0,3436.0,12516375.0,12800000.0,12004177.0,Stablecoin
953,Fuse,FUSE,0.05,0.8,-3.3,-1.7,26.6,805019.0,242721421.0,360000000.0,11936672.0,Altcoin
954,STEPN Green Satoshi Token on Solana,GST-SOL,0.01,-1.1,-0.2,-0.3,64.1,728286.0,900523933.0,911000000.0,11910310.0,Altcoin
955,SENATE,SENATE,0.12,-1.1,6.2,18.9,529.6,427616.0,97710712.0,192000000.0,11832391.0,Altcoin
956,Grai,GRAI,0.99,0.1,-0.2,-0.4,0.1,1825032.0,11935214.0,11900000.0,11770734.0,Altcoin
957,TrustSwap,SWAP,0.12,0.1,-4.2,-2.3,29.8,626669.0,99995164.0,100000000.0,11740221.0,DeFi
